Sixth Catalog of Orbits of Visual Binary Stars: Orbits																																	
RA(2000).	DEC(2000)	WDS.......	DD............	ADS..	HD....	HIP...	V1.11	*	V2.22	*	PPPPP.PPPPPP	*	eee.eeeeee	AAA.AAAAA	*	ee.eeeee	III.IIII	eee.eeee	NNN.NNNN	eee.eeee	TTTTT.TTTTTT	*	eee.eeeeee	E.EEEEEE	e.eeeeee	OOO.OOOO	eee.eeee	EQNX	LAST	G	N	REF.....	PNGFILE...........
5435.22	191118.4	00546+1911	STT  20AB	746	5267	4267	6.12		7.19		343	y		0.704	a		129.9		120.9		1904	y		0.292		151.2		2000	2010	3	n	Doc2014a	wds00546+1911c.png
5458.02	233742.4	00550+2338	STF  73AB	755	5286	4288	6.12		6.54		61183	d	69	0.9837	a	0.0011	44.57	0.11	173.66	0.13	35543	m	21	0.30603	0.00078	358.62	0.21	2000	2008	2	n	Mut2010b	wds00550+2338a.png
5511.96	-472419.9	00552-4724	CD-48  216		5388	4311	9.14				777	d	4	1.7	m	0.5	178.3	0.6	298	21.5	54570	m	9	0.4	0.02	324	4			9		SaJ2011b	wds00552-4724o.png
5556.56	-470858.6	00559-4709	CD-47  277			4365	11				920	d	60	19	m	3.2	121	9	132	98	48902	d	382	0.15	0.22	101	72		1991	9		Gln2007	wds00559-4709r.png
5642.52	604300.2	00567+6043	BU 1028A	782	5394	4427	2.47				60	y		150	m															7		Gon2000	
5646.94	602146.3	00568+6022	BU 1099AB	784	5408	4440	6.11		6.53		83.1	y	0.2	0.245	a	0.002	54.9	1.1	175.01	0.33	1952.31	y	0.09	0.241	0.002	333.19	0.33			2	n	CWA1992	wds00568+6022b.png
5646.94	602146.3	00568+6022	"BAG  10Aa,Ab"	784	5408	4440	5.56		6.27		4.85	y		0.032	a		47.6		329.9		2003.5	y		0.224		104.4		2000	1998	4	n	Doc2006c	wds00568+6022a.png
5712.43	232503.9	00572+2325	"MKT   2Aa,Ab"		5516	4463	4.42				115.72	d	0.01	10.37	m	0.03	30.5	0.4	69.4	0.5	48013	d	1	0.006	0.002	215	4		1992	1	n	MkT1993b	wds00572+2325a.png
5735.79	542344.8	00576+5424	HLD   4	795	5502		9		9.5		788.16	y		0.948	a		13.3		90.1		1990.92	y		0.892		191.7			1996	5		Mnt2001c	wds00576+5424a.png
5818.89	212416.2	00583+2124	BU  302	805	5641	4558	6.6		8.77		331.97	y	3.33	0.651	a	0.046	48.1	1.2	17.2	2.2	2017.54	y	2.99	0.665	0.028	252.2	3.7	2000	1999	4		Cve2006e	wds00583+2124b.png
5920.47	-4028.3	00593-0040	A  1902	819	5781	4619	8.11		9.17		94.57	y		0.313	a		50.9		115.3		1963.72	y		0.812		273.2		2000	2008	3	n	Doc2014a	wds00593-0040b.png
5923.33	4644.5	00594+0047	STF  80A	818	5780	4624	7.65				84.84	y		0.276	a		71.52		8.63		1873.71	y		0.699		277.35		1900	1968	9	n	Dom1969	wds00594+0047s.png
5923.33	4644.5	00594+0047	STF  80A	818	5780	4624	7.65				80.92	y		0.278	a		70.13		4.39		1872.39	y		0.254		272.7		1900	1968	9	n	Dom1969	wds00594+0047r.png
5935.07	-11130.5	00596-0111	A  1903AB	822	5805	4641	9.28		9.94		143.4	y		0.354	a		20.4		145		1957	y		0.225		84		2000	2008	3	n	Hrt2010a	wds00596-0111b.png
10035.58	471914.6	01006+4719	MAD   1	829	5842		7.66		9.05		925	y	83	0.93	a	0.051	136.4	1.8	5.2	3.2	2127.14	y	3.32	0.389	0.024	94.2	6.1	2000	2007	5		Lin2012a	wds01006+4719k.png
10106.49	602130.4	01011+6022	A   926	832	5851	4755	9.23		8.65		253.99	y	7.07	0.318	a	0.016	32.3	3.4	74.2	6	2131.63	y	3.02	0.388	0.027	85.7	8.6	2000	1998	4		Cve2006e	wds01011+6022b.png
10121.77	115445.9	01014+1155	BU  867	828	5988	4775	8.23		9.34		232.04	y	18.15	0.813	a	0.009	98.9	1	354.2	0.4	2012.72	y	9.12	0.23	0.01	2.9	20.4	2000	2003	4	n	Hrt2008	wds01014+1155a.png
10125.08	353443.4	01014+3535	COU 854		5955	4783	9.95		9.52		68.11	y	3.71	0.149	a	0.005	150.4	7.7	221.1	10.4	1999.59	y	4.24	0.123	0.022	127	21.4		2007	3		Hrt2009	wds01014+3535b.png
10130.15	692130.7	01015+6922	A  2901	836	5839	4789	7.12		7.84		1517.34	y	60.15	0.99	a	0.08	69.3	0.9	48.4	0.7	1950.56	y	61.32	0.621	0.033	330.2	0.9	2000	2001	4	n	Nov2007d	wds01015+6922b.png
10143.49	251732.1	01017+2518	HDS 134		6009	4809	7.48		7.76		16.41	y	0.11	0.128	a	0.002	58.4	0.5	57.1	0.8	1998.62	y	0.02	0.393	0.012	106.9	0.6	2000	2004	3		Bag2006	wds01017+2518a.png
10217.55	55159.9	01023+0552	A  2003	854	6094	4841	10.3		9.32		82.72	y	1	0.197	a	0.002	72.4	1	133	1	2004.87	y	1.15	0.109	0.007	61.7	5	2000	1998	3	n	Doc2009g	wds01023+0552k.png
10224.56	50341.2	01024+0504	HDS 135AB		6101	4849	8.49		10.07		28.23	y	0.17	0.461	a	0.002	144.8	0.7	268.6	1	2002.69	y	0.01	0.671	0.002	22.1	1.2	2000	2014	3	n	Tok2015c	wds01024+0504o.png
10245.24	21341.6	01028+0214	A  2308	864		4886	9.87		11.73		141.8	y	5.52	0.367	a	0.006	62.9	2.2	306.6	1.7	1958.95	y	4.96	0.124	0.025	10.5	13.9	2000	2014	3	n	Tok2015c	wds01028+0214o.png
10249.09	314815.3	01028+3148	sig Psc		6118	4889	5.51				81.12625	d	0.00027	5.56	m	0.04	143.4	1.3	167.8	1.7	43138.153	m	0.023	0.8956	0.002	346.6	2	2000	2002	8	n	Knc2004	wds01028+3148r.png
10301.54	472234.1	01030+4723	STT  21	862	6114	4911	6.76		8.07		450	y		0.816	a		87		176.7		1902	y		0.8		180		2000	1964	5	n	Hei1966	wds01030+4723a.png
10314.17	200552.1	01032+2006	LDS 873			4927	12.24		12.97		521	y	9	3.366	a	0.012	53.2	1	92.5	0.9	2079.3	y	0.5	0.711	0.008	81	0.9	2000	2009	5		FMR2012a	wds01032+2006k.png
10337.18	634116	01036+6341	MLR  87AB		6129	4963	8.68		9.51		55.97	y		0.238	a		145.1		139.7		2020.45	y		0.513		246.4		2000	2003	4		USN2007b	wds01036+6341b.png
10358.75	352810.1	01040+3528	HO  213	873	6264	4990	7.81		8.29		500	y	50	0.354	a	0.065	33.2	5	111.7	10	1995.82	y	25	0.156	0.1	353.2	15	2000	2001	4	n	Doc2007d	wds01040+3528b.png
10448.29	13516	01048+0135	A  2310	884	6387	5064	9.49		10.36		131.46	y		0.249	a		117.7		122.7		1930.27	y		0.444		326.2		2000	1996	4	n	Doc2001a	wds01048+0135a.png
10456.22	364923.3	01049+3649	A  1515	883			9.7		10		170.1	y	8	0.237	a	0.001	68.9	1	111.6	1	2036.97	y	4	0.053	0.05	282.1	2	2000	1999	3	n	Doc2009g	wds01049+3649k.png
10532.41	210714.5	01055+2107	AG   14	896	6439	5115	10.01		10.06		498.66	y		1.062	a		159		265.5		2465.42	y		0.7		190.9		2000	2012	4	n	FMR2014f	wds01055+2107i.png
10540.93	212823.6	01057+2128	"YR    6Aa,Ab"	899	6456	5131	5.7		6.6		14.44	y	0.26	0.1143	a	0.0017	77.43	0.81	134.8	1.2	2007.512	y	0.041	0.519	0.027	305.4	2.3	2000	2010	3	n	Hor2010	wds01057+2128a.png
10605.11	-464306.6	01061-4643	SLR   1AB		6595	5165	4.1		4.19		170.7	y	5	0.946	a	0.016	144	1.5	126.4	3.5	2003.41	y	0.1	0.718	0.016	293.5	4.4	2000	2013	3	n	Ary2015b	wds01061-4643o.png
10704.52	-3531.3	01071-0036	HDS 144AB		6639	5245	9.21		11.76		72.6	y		0.365	a		138.2		281.9		2073.1	y		0.237		30		2000	2013	4		Tok2014a	wds01071-0036f.png
10709.16	383901.7	01072+3839	A  1516AB	918	6586	5249	8.6		8.29		33.72	y	0.15	0.131	a	0.001	23.9	1.7	104.1	2.6	1997.49	y	0.11	0.232	0.008	97.1	3.1	2000	1996	2	n	Hrt2000a	wds01072+3839a.png
10746.41	42452	01078+0425	BU 1292	929	6698	5297	9.87		10.61		285.3	y		0.309	a		139.2		52.9		2020.7	y		0.214		194.8		2000	2012	5		FMR2013a	wds01078+0425f.png
10747.83	-412913	01078-4129	RST3352		6767	5300	5.54		6.88		28.36	y	0.04	0.2396	a	0.0005	65.3	0.3	142.7	0.3	2007.94	y	0.02	0.424	0.002	333.9	0.4		2007	2	n	DRs2012	wds01078-4129k.png
10816.36	545512.7	01083+5455	"WCK   1Aa,Ab"		6582	5336	5.3		10.7		21.753	y	0.069	1.009	a	0.016	106.8	0.9	47.3	1	1975.738	y	0.145	0.561	0.017	152.7	3.1	2000	1994	4	n	Dru1995	wds01083+5455a.png
10823.08	-551444.7	01084-5515	RST1205AB		6882	5348	4.02		6.8		210.37	y	61.4	0.804	a	0.132	61.9	3.7	33.5	9.3	2122.81	y	0.4	0.348	0.17	271.7	23.5	2000	1999	5	n	Lin2004a	wds01084-5515b.png
10851.8	-293721	01089-2937	I   262		6868	5383	8.66		9.41		663.9	y		0.939	a		130.9		34.7		1398.89	y		0.369		1.2		2000	2008	5		Zir2013d	wds01089-2937b.png
10922.09	-563542.4	01094-5636	HU 1342		6996	5428	7.78		8.25		79.1	y		0.26	a		118.1		153.1		1967.7	y		0.457		4		2000	2009	3	n	Hrt2010a	wds01094-5636a.png
10930.12	471430.6	01095+4715	STT 515AB	940	6811	5434	4.59		5.61		554	y	67	0.573	a	0.051	142.2	2.8	337.2	3.2	1907.45	y	5.03	0.385	0.043	112.6	9.1	2000	2008	4	n	Mut2010b	wds01095+4715b.png
11022.89	-672641.8	01104-6727	GKI   3			5496	9.8		10.3		1.1449	y	0.00095	0.1288	a	0.0025	132.03	2.17	83.06	2.96	2014.5656	y	0.0196	0.1488	0.0078	30.66	7.96	2000	2015	3		Mdz2015	wds01104-6727a.png
11028.86	391643.6	01105+3917	COU1212				9.5		10.2		110	y		0.59	a		101		125		1998.51	y		0.55		73.8				5		Cou1999b	wds01105+3917a.png
11034.31	510047.8	01106+5101	"BU  235Aa,Ab"	963	6918	5512	7.54		7.82		278	y		0.74	a		52.5		122.3		1810	y		0.442		163.4		2000	1999	4		USN2002	wds01106+5101a.png
11050.36	674648.1	01108+6747	HDS 155		6840	5531	7.22		7.68		7.3	y	0.11	0.087	a	0.002	54.7	1.5	151.6	1.3	1995.71	y	0.11	0.72	0.008	219.1	1.4	2000	2004	2		Bag2006	wds01108+6747a.png
11114.56	411317.3	01112+4113	A   655	974	7018	5553	8.35		9.36		153.09	y	4.78	0.338	a	0.007	53.1	0.8	157.5	1.1	2040.77	y	2.97	0.185	0.012	290.5	5.3	2000	1995	3	n	Cve2006e	wds01112+4113b.png
11253.87	513609	01129+5136	HDS 160		7169	5674	7.5		9.8		46.56	y		0.192	a		66.2		27		2029.98	y		0.408		239.2		2000	2010	4		Cve2013b	wds01129+5136a.png
11308.87	114057.6	01131+1141	SAO 92318		7275	5685	7.86				833.3112	d	39.7531	15.06	m	1.47	116.69	5.05	113.31	6.45	48028.0195	d	13.4017	0		0			1991	9	n	HIP1997d	wds01131+1141r.png
11308.9	294159.1	01131+2942	A  1260AB	993	7255		9.19		9.4		125.375	y	10.489	0.3568	a	0.0493	82.9	3.4	59.8	15	2013.12	y	7.435	0.7357	0	88.5	3.3	2000	1995	4	n	Ole2003d	wds01131+2942k.png
11407.65	160800.8	01141+1608	87 Psc		7374	5778	5.96				800.9	d		2.44	m	1	152.78	36.56	313.4	11.48	19264.1992	d		0.31		201			1991	9		HIP1997d	wds01141+1608r.png
11445.8	605619.9	01148+6056	BU 1100	999	7331	5829	8.94		7.57		75	y		0.357	a		129		77.4		1947	y		0.88		244.7				4	n	Mlr1955b	wds01148+6056b.png
11445.8	605619.9	01148+6056	BU 1100	999	7331	5829	8.94		7.57		171.49	y		0.506	a		110.7		210.7		1950.92	y		0.135		288.1		2000	2010	3	n	Msn2014b	wds01148+6056i.png
11500.32	-684908.7	01158-6853	I    27CD		7693	5842	7.84		8.44		85.2	y		1.14	a		35		142		1919	y		0.04		141		2000		3	n	Sod1999	wds01158-6853a.png
11531.26	374436.6	01155+3745	BD+36  212		7483	5881	8.87				701.42	d		7	m	1.5	149.1	11.4	222.8	5.8	51791.1	d		0.12		313		2000		9	n	Ren2013	wds01155+3745f.png
11545.5	-685234.5	01158-6853	HJ 3423AB		7788	5896	5		7.74		857	y		5.96	a		127.1		10.3		1763.5	y		0.384		284.9		2000	1999	5	n	Sca2005b	wds01158-6853b.png
11546.78	94705.3	01158+0947	A  2102	1016	7564	5898	7.36		9.89		162	y	13	0.607	a	0.035	101.7	1	151.2	2.1	2101	y	13	0.447	0.054	262.8	6.6	2000	2012	4	n	RAO2015	wds01158+0947i.png
11636.28	183121.4	01166+1831	HDS 169A		7640	5952	8.61				274.56	d		3.1	m	1.2	123.1	12.4	252.5	8.3	46253	d		0.337		103		2000		9	n	Ren2013	wds01166+1831f.png
11636.28	183121.4	01166+1831	HDS 169		7640	5952	8.61		12.2		143.73	y		0.767	a		118.3		102.7		2115.16	y		0.575		93.9		2000	2010	5	n	Hrt2011d	wds01166+1831k.png
11937.1	-51931.3	01196-0520	A   313	1077	8032	6211	8.97		9.71		128.51	y	2.24	0.274	a	0.004	133.7	0.9	171.5	2.4	2014.72	y	1.42	0.161	0.009	245.5	4.5	2000	2014	2	n	Tok2015c	wds01196-0520o.png
11948.29	-3032.4	01198-0031	"STF 113A,BC"	1081	8036	6226	6.45		6.99		650	y		1.324	a		43.5		87.2		1686	y		0.64		106.7		2000	2013	4	n	Zir2015a	wds01198-0031i.png
11948.29	-3032.4	01198-0031	FIN 337BC	1081	8036	6226	7.4		7.6		27.028	y	0.09	0.10855	a	0.00071	16.8	2.8	194	17	1995.04	y	0.13	0.215	0.011	13	18	2000	2009	2	n	Msn2010c	wds01198-0031a.png
11957.74	-154850.8	01200-1549	HJ 2036	1087	8071	6234	7.4		7.61		1443.343	y	37.617	3.4307	a	0.2653	114.06	2.9	124.78	1.6	2674.911	y	18.428	0.0922	0.0244	288.88	24.5	2000	1999	5		Ole2003d	wds01200-1549k.png
12030.06	-195656.4	01205-1957	TOK 203		8129	6273	7.59		10		7.272	y	3.693	46	m	34	137	18	195	88	1994.999	y	3.57	0.86	0.15	105	117		1993	9		Gln2006	wds01205-1957r.png
12030.06	-195656.4	01205-1957	TOK 203		8129	6273	7.59		10		8.928	y	6.056	55	m	41	128	14	135	84	1996.713	y	5.922	0.84	0.22	95	82		1993	9		Gln2006	wds01205-1957s.png
12103.5	515901.2	01212+5159	NLTT 4450		8054	6306	7.62				847.7	d		4.8	m	0.8	113.2	6.5	61.9	3.7	47758.9	d		0.806		328.5		2000		9	n	Ren2013	wds01212+5159f.png
12119.23	113212.3	01213+1132	BU    4AB	1097	8187	6334	7.12		8.86		291.05	y		0.43	a		141		149.8		1942.93	y		0.89		242.8		2000	2008	4	n	Sca2015b	wds01213+1132o.png
12146.64	-240741	01218-2408	SEE  13	1102	8281	6367	8.89		9.29		1530.34	y		2.021	a		67.2		207		1846.51	y		0.9		148.1		2000	1991	5	n	Hrt2001b	wds01218-2408a.png
12158.64	-694307.6	01220-6943	I   263		8519	6377	7.66		8.61		272.15	y	47.48	0.791	a	0.075	68.6	1.9	231.3	2.8	1936.56	y	5.3	0.374	0.059	297.3	14.1	2000	2014	4	n	Tok2015c	wds01220-6943o.png
12321.27	580835.6	01234+5809	STF 115AB	1105	8272	6486	7.1		7.3		222	y		0.83	a		99		137		1984.8	y		0.93		130		2000		3	n	Sod1999	wds01234+5809a.png
12403.56	542132.9	01241+5422	BD+53  293		8365	6542	8.25				1803	d	366	22.8	m	5.4	52	8	138	12	48781	d	322	0.69	0.17	106	19		1991	9		Gln2007	wds01241+5422s.png
12420.48	-65452.8	01243-0655	BU 1163	1123	8556	6564	6.59		6.98		16.11	y		0.199	a		117		29		1988.84	y		0.93		348		2000		2	n	Sod1999	wds01243-0655a.png
12506.75	453631	01251+4537	A   939	1126	8528	6633	8.94		9.09		145.64	y		0.185	a		19.4		143.5		1962.5	y		0.196		273.6		2000	2010	3	n	Msn2014b	wds01251+4537i.png
12556.1	-475355.9	01259-4754	RST  33		8821	6693	8.13		9.77		215.5	y		1.154	a		112.5		154.7		1951.21	y		0.901		71.8		2000	2001	5	n	Doc2009c	wds01259-4754a.png
12609.45	-675033	01262-6751	DON  17		8944	6703	8.81		9.81		1512	y		2.536	a		37		148		1949.9	y		0.947		344		2000	2008	5	n	Hrt2010a	wds01262-6751a.png
12739.09	452425	01277+4524	"CIA   4Aa,Ab"	1152	8799	6813	4.83				254.9003	d	0.196	0.038	a	0.001	62.49	2.1	278.87	2.01	54214.835	m	3.187	0.142	0.012	115.94	4.38	2000	2012	1	n	CIA2014a	wds01277+4524g.png
12739.81	52111.2	01277+0521	BU 1164AB	1158	8875	6815	7.56		8.41		63.73	y		0.291	a		107.7		163.9		2008.19	y		0.771		196		2000	2008	3	n	Doc2010i	wds01277+0521a.png
12821.94	-431903.8	01284-4319	gam Phe		9053	6867	3.41				193.8	d		5.57	m	0.46	46.3	4	340.2	5.2	19544.9	d		0		0			1992	9	n	Jnc2005	wds01284-4319s.png
12941.17	224934.4	01297+2250	A  1910AB	1183	9071	6966	7.3		7.9		70.7	y	1.2	0.1904	a	0.002	119.7	1.1	129.8	1	1985.037	y	0.072	0.7802	0.0054	119.6	1.2	2000		2	n	Hrt1996a	wds01297+2250a.png
13046.18	-593933.9	01308-5940	TOK 183		9379	7040	8.8		8.8		4.66	y	0.23	0.0458	a	0.003	75	0	349.5	3.4	2012.83	y	0.23	0.462	0.067	13.9	16.2	2000	2014	4		Tok2015c	wds01308-5940o.png
13113.52	701553.2	01312+7016	38 Cas		9021	7078	5.83				134.1	d		7.95	m	0.15	85.6	4.7	160.5	3.7	29000.4	d		0.31		188.2			1992	9	n	Jnc2005	wds01312+7016s.png
13128.99	152045	01315+1521	BU  506	1199	9270	7097	3.83		7.51		850.5	y	66.5	1.228	a	0.144	58.5	2.5	32.8	2	2040.3	y	66.9	0.469	0.053	86.9	4	2000	2000	5		Cve2010e	wds01315+1521a.png
13135.29	-532210.1	01316-5322	I   264AB		9438	7111	8.36		8.84		250	y		1.46	a		107.4		141		1889.5	y		0.892		276.9		2000	1995	5		USN2002	wds01316-5322a.png
13154.85	160249	01319+1603	BF Psc		9313	7134	7.81				53.504	d		2.4	m	0.8	156.1	20.5	321.5	7.4	39810.88	d		0.39		278.1		2000		9	n	Ren2013	wds01319+1603f.png
13203.12	165650	01321+1657	STF 132A	1202	9312	7143	7.1		8.5		36.5192	d	0.0001	3	m		65.4	13.3	47.5	11.4	54094.832	d	0.008	0.1429	0.0003	203.34	0.07			9	n	WaX2015b	wds01321+1657o.png
13256.05	-365154.7	01329-3652	GC 1881		9525	7213	5.5				611.4908	d	16.6151	8.08	m	1.19	25.13	27.37	49.33	76.17	48059.0703	d	25.9466	0.516	0.1496	96.57	82.46		1991	9	n	HIP1997d	wds01329-3652r.png
13342.39	-121246.1	01337-1213	HWE   4	1223	9575	7274	9.23		9.31		146	y		0.911	a		110.4		115.51		1927.13	y		0.953		292.88		2000	1978	4	n	Val1981b	wds01337-1213a.png
13419.42	-82727.3	01343-0827	A   314	1232	9626	7324	8.8		9.1		107.9	y		0.296	a		116.1		193		1989.31	y		0.671		44.1		2000	2008	3	n	Hrt2010a	wds01343-0827a.png
13429.69	343939.5	01345+3440	A  1913AB	1227		7337	10.46		10.68		111.21	y		0.29	a		113.9		69.3		1925.43	y		0.7		278.3			1981	4	n	Baz1987d	wds01345+3440a.png
13430.53	780346.6	01345+7804	"HDS 211Aa,Ab"			7338	11.02		12.76		22.74	y		0.207	a		127.7		68.8		1996.99	y		0.462		28.5		2000	2006	4		Doc2007g	wds01345+7804a.png
13500.96	-295438	01350-2955	DAW  31AB		9770	7372	7.51		8.94		4.562	y	0.002	0.174	a	0.003	19.5	2.9	224.3	9.9	1932.6	y	0.034	0.317	0.007	244.6	9.4	2000	2014	1	n	Tok2015c	wds01350-2955o.png
13500.96	-295438	01350-2955	"BU 1000AB,C"		9770	7372	7.2		11.5		123.5	y		1.51	a		35.2		141.3		1956.74	y		0.226		47.5		2000	2008	4	n	Hrt2010a	wds01350-2955a.png
13608.5	-295426.5	01361-2954	HJ 3447		9906	7463	5.97		7.35		1503.58	y	35.32	3.155	a	0.132	55.6	0.8	69.6	0.8	2039.79	y	33.8	0.604	0.019	140.2	2.8	2000	2001	5	n	Cve2006e	wds01361-2954b.png
13725.09	251003.9	01374+2510	G 34-39		9939	7564	7.15		9.14		25.208958	d	0.000072	4.944	m	0.018	61.56	0.25	262.29	0.2	51786.408	m	0.063	0.10166	0.00097	313.07	0.88		2004	8	n	Bod2006	wds01374+2510r.png
13737.56	-92414.6	01376-0924	KUI   7		10009	7580	6.8		7.2		28.83	y	0.25	0.292	a	0.009	97.4	0.2	161.1	1.7	1989.915	y	0.021	0.748	0.005	248.8	0.3		1989	2	n	Tok1993	wds01376-0924a.png
13901.54	-175701.8	01388-1758	LDS 838				12.7	v	13.2		26.52	y		1.95	a		127.3		150.5		1971.91	y		0.62		285.3		2000	1984	3	n	USN1988b	wds01388-1758a.png
13947.55	-561136.2	01398-5612	DUN   5		10361	7751	5.78		5.9		475.2	y		7.826	a		140.5		13.7		1811.9	y		0.513		18.6		2000	2013	4	n	Sca2015c	wds01398-5612o.png
14052.03	13741.8	01409+0138	A  2404	1323	10313	7842	9.3		9.3		114.3	y		0.235	a		104.7		179.2		1960.9	y		0.073		352.4		2000	1996	4		Zir2010b	wds01409+0138a.png
14052.28	495229	01409+4952	HU  531AB	1315		7841	9.5		10		100.03	y		0.317	a		127.6		161.5		1956.23	y		0.512		332.1		2000	2008	4	n	Msn2014b	wds01409+4952i.png
14054.3	111713.5	01409+1117	A  2320	1321	10297	7849	9.7		9.7		37.29	y		0.156	a		59.2		74.4		1997.49	y		0.711		54.2		2000	1995	3	n	Doc2007a	wds01409+1117a.png
14144.84	-111928.9	01417-1119	STF 147	1339	10453	7916	6.14		7.17		627	y		2.5	a		82		86.9		2014.7	y		0.919		174.7		2000	2012	4		FMR2013e	wds01417-1119a.png
14146.52	423649.7	01418+4237	MCY   2		10307	7918	4.95		11		19.5	y		0.58	a		105		33		1997.1	y		0.43		22		2000		4	n	Sod1999	wds01418+4237a.png
14223.63	-64517.3	01424-0645	A     1	1345	10508	7968	8.9		8.75		637.62	y		0.844	a		42		232.1		1888.34	y		0.454		264.7		2000	2014	4	n	Tok2015c	wds01424-0645o.png
14229.95	201612.5	01425+2016	107 Psc		10476	7981	5.2	v			207.2707	d	6.1799	4.55	m	2.1	89.01	22.95	12.67	23.8	48213.7852	d	11.9614	0		0			1991	9	n	HIP1997d	wds01425+2016r.png
14339.63	504119.4	01437+5041	CIA   6		10516	8068	4.06		7.8		126.6982	d		5.89	m	0.02	77.6	0.3	295.7	0.3	56110.03	d	0.08	0		0		2000	2013	4	n	CIA2015a	wds01437+5041a.png
14344.93	93407.2	01437+0934	BU  509	1360	10619	8078	9.48		9.19		241.2	y		0.9	a		118		221.04		1983.48	y		0.292		94		2000	2008	3	n	Hrt2010a	wds01437+0934a.png
14417.96	573211.8	01443+5732	BU  870AB	1359	10543	8115	6.29		8.68		193.17	y	6.23	0.899	a	0.012	134.8	3.8	128.8	4.6	2022.39	y	0.78	0.773	0.016	270.2	7.4		2007	4	n	Hrt2009	wds01443+5732a.png
14458.89	270247.6	01450+2703	COU 750				9.7		9.7		58.18	y		0.356	a		80.9		23.2		2000.4	y		0.752		247.4		2000	2004	5	n	Doc2005c	wds01450+2703b.png
14500.71	570700.3	01450+5707	BU  453AB	1371	236857	8166	10.04		10.45		340.16	y		0.832	a		31.11		36.65		1956.36	y		0.496		318.38			1981	5	n	Sul1984	wds01450+5707a.png
14538.65	-250308.8	01456-2503	HJ 3461AB	1394	10830	8209	5.38		8.5		1122.38	y		9.576	a		106.9		145.3		2394.5	y		0.661		264.3		2000	2009	5	n	Msn2014b	wds01456-2503i.png
14558.62	800455.3	01460+8005	GW Cep				11.13				13.5	y	5		m		84							0.58	0.28					7	n	Pbl2006	
14605.45	634855.8	01461+6349	STF 148	1380	10663		9		9.6		625.27	y	20.06	1.081	a	0.158	67.6	1.2	147.9	0.9	2013.18	y	17.99	0.689	0.048	121.6	3.6	2000	1997	5		Nov2007d	wds01461+6349b.png
14613.37	334318.6	01462+3343	HU  804	1393	10793	8252	9.07		9.84		280.646	y		0.4483	a		62.8		123		2155.493	y		0.6782		111.3			1995	5	n	Ole2001	wds01462+3343a.png
14620.17	443848.6	01463+4439	A   948AB	1392	10765		8.8		10.3		480	y		0.54	a		67.4		17.2		1883	y		0.629		309.8		2000	1996	5		USN2002	wds01463+4439a.png
14644.07	330945.5	01467+3310	STF 158AB	1406	10828	8283	8.96		9.4		22.39	c	99.99	5.351	a	0.048	78.8	9.3	278	40	2089.7	y	18.6	0.764	0.058	65	270	2000	2008	5		Hrt2011a	wds01467+3310k.png
14740.54	-435816.2	01477-4358	I    52		11057	8353	8.47		9.1		232	y		0.457	a		133		51		1972	y		0.87		50			1990	5	n	Hei1991	wds01477-4358a.png
14915.54	475349	01493+4754	"CHR   4Aa,Ab"	1438	11031	8475	6.47				36.9	y		0.122	a		34.4		32		2004.8	y		0.234		348.6		2000		4		Zir2014b	wds01493+4754f.png
14923.43	-104211.9	01494-1042	EZ Cet		11131	8486	6.72				6.765	y	3.162	53.2	m	10.6	64	2	333	91	1993.89	y	2.872	0.45	0.23	65	94		1991	9		Gln2007	wds01494-1042r.png
14930.53	564450.9	01495+5645	A   950AB	1437	236885		9.4		9.9		197	y		0.345	a		64		127.2		2037	y		0.19		208				4		Hei1998	wds01495+5645a.png
14940.24	-141356.9	01497-1414	HU  422	1451	11182	8504	9.18		9.01		116	y		0.264	a		120.1		0		1949.8	y		0.478		130.4		2000	2008	3	n	Doc2014a	wds01497-1414b.png
14948.86	-382412.5	01498-3824	GC 2219		11262	8514	6.37				1122.3937	d	99.3663	11.95	m	0.97	106.34	5.21	79	3.78	48401.3828	d	18.0819	0		0			1991	9	n	HIP1997d	wds01498-3824r.png
14953.05	805311.2	01499+8053	STT  34	1411	10648	8519	7.58		8.12		195.89	y	4.13	0.715	a	0.013	79.8	0.8	113.1	0.8	2025.36	y	1.31	0.62	0.037	263.5	1.1	2000	2003	3	n	Hrt2008	wds01499+8053a.png
14956.31	765932	01499+7700	BD+76   58		10790	8525	8.08				704	d	28	19	m	13	72	12	233	110	48878	d	91	0.9	0.23	122	116		1993	9		Gln2006	wds01499+7700r.png
14956.31	765932	01499+7700	BD+76   58		10790	8525	8.08				731	d	32	19	m	16	72	10	231	110	48925	d	107	0.86	0.29	105	100		1993	9		Gln2006	wds01499+7700s.png
15002.13	-40734.3	01500-0408	A  2602	1458			10.4		10.4		1606	y		2.455	a		82.4		4.5		1976.2	y		0.868		45.3		2000	2015	5		Doc2015e	wds01500-0408o.png
15113.34	243908	01512+2439	HO  311	1473	11284	8622	8.22		7.82		119.3	y	6.2	0.298	a	0.0062	52.8	1.7	212.8	3.9	1982.72	y	0.4	0.888	0.016	142	3.9	2000		3	n	Hrt1989	wds01512+2439a.png
15157.6	132538	01520+1326	HU 1213	1482	11364	8703	9.46		9.87		200	y		0.13	a		139.4		81.3		1830	y		0.725		119.6		2000	1995	4		USN2002	wds01520+1326a.png
15214.62	-521933	01522-5220	CVN   3				9.1		16.3		5607.369	c		76.6	a		115.9		180		2394.327	y	.	0.999		341.7			2012	5	n	Gns2014	
